round,steps,score,coins,crates,bombs,kills,invalid,killed_self,reward,epsilon
196,102,7,7,17,6,0,8,1,25.0,0.1129
197,30,2,2,6,3,0,7,1,-33.8,0.1123
198,47,1,1,6,4,0,2,1,-31.7,0.1118
199,80,5,5,22,5,0,12,1,2.3,0.1112
200,70,4,4,10,5,0,4,1,0.5,0.1106
201,30,2,2,10,3,0,5,1,-26.1,0.1101
202,31,3,3,6,3,0,6,1,-31.9,0.1095
203,31,0,0,11,4,0,7,1,-45.5,0.109
204,17,2,2,6,2,0,4,1,-36.7,0.1084
205,126,1,1,8,3,0,5,1,-53.5,0.1079
206,27,1,1,10,3,0,4,1,-27.4,0.1074
207,29,1,1,9,3,0,3,1,-32.9,0.1068
208,400,7,7,19,9,0,20,0,45.9,0.1063
209,79,2,2,9,4,0,5,1,-15.2,0.1058
210,22,0,0,5,3,0,0,1,-40.8,0.1052
211,20,2,2,6,2,0,2,1,-28.8,0.1047
212,99,6,6,16,6,0,5,1,20.7,0.1042
213,18,2,2,6,2,0,5,1,-38.2,0.1037
214,20,2,2,7,2,0,0,1,-20.9,0.1031
215,43,4,4,14,4,0,6,1,-4.1,0.1026
216,269,17,17,30,20,0,11,1,157.5,0.1021
217,39,2,2,13,4,0,9,1,-25.4,0.1016
218,68,5,5,15,5,0,8,1,4.7,0.1011
219,83,6,6,26,7,0,9,1,43.5,0.1006
220,18,2,2,7,2,0,7,1,-40.5,0.1001
221,18,3,3,4,2,0,4,1,-30.5,0.0996
222,31,1,1,8,3,0,5,1,-31.3,0.0991
223,9,0,0,2,1,0,2,1,-52.6,0.0986
224,37,1,1,9,4,0,5,1,-33.9,0.0981
225,400,4,4,8,9,0,21,0,4.1,0.0976
226,32,1,1,11,4,0,1,1,-16.2,0.0971
227,23,0,0,8,3,0,4,1,-40.3,0.0966
228,5,0,0,4,1,0,3,1,-62.5,0.0962
229,45,4,4,9,3,0,6,1,-18.5,0.0957
230,37,3,3,10,3,0,4,1,-14.3,0.0952
231,9,0,0,3,1,0,0,1,-39.2,0.0947
232,400,18,18,47,13,0,25,0,155.9,0.0942
233,214,9,9,23,10,0,8,1,70.4,0.0938
234,118,9,9,25,9,0,3,1,77.3,0.0933
235,98,13,13,25,8,0,7,1,89.3,0.0928
236,364,19,19,41,23,0,12,1,163.1,0.0924
237,72,4,4,17,8,0,8,1,15.4,0.0919
238,30,4,4,9,3,0,2,1,-2.5,0.0915
239,50,5,5,12,4,0,7,1,7.6,0.091
240,24,2,2,9,3,0,6,1,-32.2,0.0905
241,21,0,0,9,3,0,3,1,-34.5,0.0901
242,45,5,5,15,4,0,2,1,10.9,0.0896
243,400,19,19,54,29,0,13,0,317.0,0.0892
244,25,4,4,11,3,0,5,1,-11.9,0.0887
245,22,1,1,5,2,0,2,1,-35.8,0.0883
246,17,1,1,8,2,0,4,1,-35.0,0.0879
247,18,2,2,7,2,0,5,1,-36.2,0.0874
248,400,21,21,56,30,0,15,0,337.9,0.087
249,17,1,1,8,2,0,1,1,-29.5,0.0865
250,6,0,0,3,1,0,1,1,-41.6,0.0861
251,17,1,1,7,2,0,5,1,-42.0,0.0857
252,123,6,6,18,11,0,10,1,4.7,0.0853
253,46,1,1,12,6,0,3,1,-8.8,0.0848
254,42,3,3,15,5,0,3,1,6.4,0.0844
255,400,34,34,81,36,0,17,0,472.9,0.084
256,14,1,1,5,2,0,2,1,-38.1,0.0836
257,112,9,9,28,13,0,7,1,89.3,0.0831
258,27,4,4,11,4,0,7,1,-15.2,0.0827
259,21,0,0,8,3,0,4,1,-40.5,0.0823
260,17,1,1,6,2,0,1,1,-31.0,0.0819
261,12,0,0,7,2,0,4,1,-45.5,0.0815
262,13,1,1,5,2,0,1,1,-33.6,0.0811
263,17,1,1,7,2,0,4,1,-39.5,0.0807
264,25,0,0,6,3,0,1,1,-33.1,0.0803
265,157,17,17,55,16,0,21,1,163.5,0.0799
266,400,24,24,67,42,0,19,0,392.7,0.0795
267,49,3,3,12,4,0,6,1,-13.2,0.0791
268,39,4,4,13,3,0,3,1,-6.4,0.0787
269,30,3,3,8,2,0,3,1,-31.0,0.0783
270,28,2,2,10,3,0,6,1,-29.5,0.0779
271,18,2,2,11,2,0,0,1,-18.8,0.0775
272,62,5,5,11,6,0,2,1,12.6,0.0771
273,22,0,0,10,3,0,5,1,-43.3,0.0767
274,23,0,0,7,3,0,4,1,-36.4,0.0764
275,187,8,8,39,9,0,8,1,61.4,0.076
276,10,0,0,1,1,0,1,1,-55.0,0.0756
277,63,8,8,26,7,0,12,1,35.8,0.0752
278,400,36,36,89,38,0,25,0,455.1,0.0748
279,70,8,8,25,9,0,8,1,68.4,0.0745
280,17,2,2,7,2,0,4,1,-34.7,0.0741
281,35,2,2,11,5,0,11,1,-29.4,0.0737
282,26,2,2,12,3,0,1,1,-6.4,0.0734
283,25,2,2,7,3,0,6,1,-30.7,0.073
284,214,7,7,24,20,0,10,1,20.5,0.0726
285,312,30,30,71,26,0,20,1,321.6,0.0723
286,81,6,6,21,7,0,8,1,33.6,0.0719
287,144,17,17,50,14,0,12,1,171.6,0.0715
288,28,1,1,8,4,0,6,1,-42.1,0.0712
289,400,16,16,42,26,0,15,0,194.6,0.0708
290,57,5,5,17,4,0,3,1,7.7,0.0705
291,13,0,0,5,2,0,5,1,-52.0,0.0701
292,31,2,2,9,4,0,4,1,-30.4,0.0698
293,252,31,31,73,22,0,22,1,300.7,0.0694
294,17,1,1,7,2,0,3,1,-29.0,0.0691
295,136,17,17,37,12,0,7,1,155.2,0.0687
296,98,11,11,29,9,0,9,1,78.5,0.0684
297,41,5,5,17,4,0,8,1,3.2,0.068
298,84,5,5,30,9,0,8,1,53.2,0.0677
299,400,29,29,80,46,0,33,0,393.2,0.0674
300,15,2,2,5,2,0,2,1,-32.6,0.067
301,80,6,6,23,8,0,3,1,65.7,0.0667
302,75,4,4,10,8,0,5,1,22.0,0.0664
303,75,7,7,25,8,0,8,1,40.3,0.066
304,18,1,1,4,2,0,0,1,-23.9,0.0657
305,81,6,6,14,7,0,2,1,46.6,0.0654
306,48,1,1,17,6,0,2,1,22.9,0.065
307,22,2,2,3,3,0,3,1,-36.8,0.0647
308,300,22,22,60,29,0,20,1,249.0,0.0644
309,116,14,14,32,13,0,13,1,115.4,0.0641
310,400,21,21,60,48,0,22,0,300.8,0.0637
311,400,28,28,78,44,0,41,0,383.3,0.0634
312,13,0,0,8,2,0,4,1,-46.2,0.0631
313,400,26,26,55,44,0,10,0,335.3,0.0628
314,400,26,26,75,46,0,30,0,380.1,0.0625
315,48,3,3,23,6,0,11,1,1.7,0.0622
316,35,2,2,7,4,0,6,1,-22.2,0.0619
317,81,3,3,13,10,0,5,1,14.0,0.0615
318,196,14,14,44,20,0,4,1,184.1,0.0612
319,262,34,34,82,27,0,31,1,342.7,0.0609
320,94,13,13,38,8,0,5,1,107.5,0.0606
321,12,0,0,5,2,0,2,1,-42.1,0.0603
322,73,9,9,27,7,0,4,1,73.1,0.06
323,53,4,4,22,5,0,5,1,20.3,0.0597
324,76,6,6,21,7,0,4,1,52.5,0.0594
325,277,41,41,90,22,0,16,1,434.5,0.0591
326,239,32,32,83,21,0,11,1,355.2,0.0588
327,400,43,43,105,37,0,14,0,587.4,0.0585
328,36,2,2,9,4,0,3,1,-26.5,0.0582
329,98,11,11,32,9,0,6,1,103.4,0.058
330,92,12,12,38,8,0,7,1,103.5,0.0577
331,346,42,42,104,30,0,5,1,539.4,0.0574
332,137,19,19,56,13,0,5,1,200.8,0.0571
333,123,12,12,52,14,0,12,1,141.0,0.0568
334,155,23,23,71,15,0,15,1,221.0,0.0565
335,77,6,6,34,9,0,5,1,67.7,0.0562
336,400,35,35,100,42,0,17,0,577.5,0.056
337,104,12,12,41,11,0,2,1,129.8,0.0557
338,150,20,20,47,14,0,8,1,187.7,0.0554
339,40,2,2,17,5,0,2,1,4.3,0.0551
340,107,16,16,37,9,0,7,1,131.2,0.0548
341,400,44,44,107,30,0,14,0,555.4,0.0546
342,91,9,9,31,10,0,4,1,90.6,0.0543
343,164,16,16,53,16,0,11,1,196.8,0.054
344,400,35,35,102,37,0,18,0,497.1,0.0538
345,7,0,0,5,1,0,2,1,-48.3,0.0535
346,159,24,24,60,15,0,10,1,236.8,0.0532
347,108,13,13,42,10,0,3,1,132.9,0.053
348,29,1,1,7,4,0,5,1,-27.6,0.0527
349,38,5,5,13,4,0,3,1,9.2,0.0524
350,400,48,48,112,39,0,7,0,680.0,0.0522
351,50,5,5,19,5,0,6,1,19.5,0.0519
352,103,13,13,46,9,0,1,1,147.4,0.0516
353,262,27,27,87,25,0,14,1,347.6,0.0514
354,117,15,15,29,11,0,8,1,115.5,0.0511
355,16,2,2,5,2,0,6,1,-40.6,0.0509
356,221,19,19,51,17,0,9,1,208.0,0.0506
357,22,1,1,9,3,0,6,1,-32.2,0.0504
358,56,7,7,26,6,0,10,1,34.5,0.0501
359,189,29,29,68,14,0,3,1,301.6,0.05
360,5,0,0,2,1,0,1,1,-49.0,0.05
361,113,11,11,30,8,0,5,1,88.3,0.05
362,370,34,34,94,35,0,26,1,372.1,0.05
363,400,42,42,102,38,0,15,0,556.5,0.05
364,23,2,2,7,3,0,5,1,-27.7,0.05
365,133,19,19,53,13,0,11,1,185.4,0.05
366,20,2,2,10,3,0,6,1,-27.7,0.05
367,400,42,42,114,35,0,23,0,581.5,0.05
368,400,30,30,79,41,0,10,0,486.5,0.05
369,198,33,33,70,16,0,6,1,326.6,0.05
370,339,28,28,93,32,0,10,1,409.9,0.05
371,61,6,6,28,7,0,11,1,26.1,0.05
372,84,3,3,16,10,0,0,1,19.9,0.05
373,22,1,1,5,3,0,4,1,-37.5,0.05
374,57,6,6,17,7,0,2,1,32.2,0.05
375,139,20,20,51,14,0,16,1,177.4,0.05
376,15,1,1,7,2,0,5,1,-39.6,0.05
377,62,5,5,18,7,0,8,1,21.2,0.05
378,137,14,14,54,17,0,17,1,143.5,0.05
379,38,2,2,14,5,0,1,1,15.5,0.05
380,259,9,9,32,25,0,9,1,124.2,0.05
381,35,1,1,8,4,0,1,1,-30.5,0.05
382,400,10,10,28,38,0,4,0,181.1,0.05
383,59,7,7,21,6,0,9,1,31.2,0.05
384,400,8,8,19,45,0,11,0,88.9,0.05
385,28,5,5,14,4,0,1,1,13.8,0.05
386,225,23,23,55,22,0,8,1,279.9,0.05
387,400,30,30,93,46,0,34,0,433.0,0.05
388,45,6,6,14,6,0,3,1,27.9,0.05
389,400,41,41,99,38,0,19,0,568.7,0.05
390,30,1,1,9,4,0,8,1,-30.8,0.05
391,272,30,30,82,25,0,30,1,304.2,0.05
392,22,1,1,10,3,0,1,1,-19.4,0.05
393,400,42,42,106,39,0,17,0,567.3,0.05
394,61,7,7,15,7,0,5,1,29.6,0.05
395,20,2,2,10,3,0,7,1,-29.5,0.05
396,241,28,28,78,24,0,28,1,293.9,0.05
397,5,0,0,2,1,0,2,1,-53.0,0.05
398,21,0,0,9,3,0,4,1,-39.7,0.05
399,54,4,4,21,5,0,6,1,20.6,0.05
400,75,5,5,22,6,0,5,1,29.3,0.05
401,159,24,24,59,12,0,14,1,211.1,0.05
402,27,2,2,13,3,0,6,1,-19.2,0.05
403,123,8,8,32,14,0,15,1,85.8,0.05
404,78,9,9,26,8,0,7,1,62.1,0.05
405,400,22,22,48,31,0,7,0,299.2,0.05
406,158,15,15,55,15,0,9,1,166.6,0.05
407,17,1,1,6,2,0,5,1,-41.5,0.05
408,20,0,0,12,3,0,2,1,-32.2,0.05
409,64,5,5,19,6,0,6,1,22.5,0.05
410,20,1,1,7,2,0,4,1,-40.2,0.05
411,40,2,2,9,3,0,3,1,-19.6,0.05
412,20,2,2,9,2,0,3,1,-30.0,0.05
413,400,17,17,44,20,0,9,0,213.3,0.05
414,5,0,0,4,1,0,2,1,-60.5,0.05
415,244,8,8,30,21,0,10,1,61.7,0.05
416,400,6,6,26,31,0,8,0,99.2,0.05
417,6,0,0,1,1,0,1,1,-45.1,0.05
418,229,28,28,63,16,0,7,1,288.9,0.05
419,198,27,27,61,14,0,10,1,279.9,0.05
420,57,5,5,18,6,0,6,1,18.5,0.05
421,25,2,2,8,3,0,6,1,-29.6,0.05
422,55,7,7,24,6,0,10,1,29.2,0.05
423,18,1,1,7,2,0,0,1,-24.0,0.05
424,42,4,4,15,4,0,8,1,-8.3,0.05
425,29,3,3,8,3,0,7,1,-24.3,0.05
426,20,1,1,6,2,0,1,1,-26.3,0.05
427,36,2,2,11,4,0,5,1,-17.2,0.05
428,129,23,23,39,10,0,21,1,138.9,0.05
429,38,4,4,13,3,0,4,1,-2.7,0.05
430,170,13,13,31,9,0,15,1,80.8,0.05
431,19,1,1,8,2,0,6,1,-41.0,0.05
432,19,2,2,7,2,0,2,1,-27.8,0.05
433,60,8,8,27,5,0,8,1,34.0,0.05
434,7,0,0,3,1,0,0,1,-39.7,0.05
435,103,4,4,7,3,0,3,1,-12.0,0.05
436,124,3,3,17,5,0,6,1,-14.7,0.05
437,72,5,5,24,5,0,3,1,32.4,0.05
438,131,3,3,19,6,0,5,1,-1.7,0.05
439,367,6,6,18,8,0,10,1,-9.8,0.05
440,59,4,4,21,6,0,2,1,21.7,0.05
441,17,2,2,4,2,0,7,1,-44.1,0.05
442,6,0,0,2,1,0,1,1,-43.1,0.05
443,19,2,2,5,2,0,1,1,-29.5,0.05
444,36,3,3,8,3,0,2,1,-11.8,0.05
445,142,4,4,10,5,0,12,1,-33.6,0.05
446,24,1,1,5,2,0,4,1,-39.5,0.05
447,183,6,6,22,6,0,2,1,37.7,0.05
448,37,3,3,14,4,0,7,1,-11.6,0.05
449,400,16,16,50,35,0,13,0,258.3,0.05
450,192,14,14,29,7,0,4,1,97.7,0.05
451,400,18,18,46,38,0,7,0,290.6,0.05
452,158,9,9,24,18,0,0,1,105.4,0.05
453,32,3,3,8,3,0,7,1,-22.7,0.05
454,72,5,5,20,8,0,12,1,18.4,0.05
455,16,1,1,4,2,0,4,1,-39.6,0.05
456,76,9,9,33,9,0,4,1,98.6,0.05
457,400,32,32,83,42,0,23,0,467.3,0.05
458,109,8,8,15,12,0,0,1,57.8,0.05
459,89,8,8,25,10,0,15,1,47.3,0.05
460,56,1,1,11,8,0,12,1,-43.7,0.05
461,377,29,29,68,44,0,31,1,335.0,0.05
462,178,20,20,56,16,0,15,1,210.7,0.05
463,400,31,31,82,43,0,25,0,418.3,0.05
464,33,2,2,8,4,0,7,1,-34.1,0.05
465,355,35,35,87,33,0,12,1,428.1,0.05
466,400,36,36,76,44,0,19,0,483.8,0.05
467,315,11,11,31,38,0,19,1,135.6,0.05
468,337,33,33,82,34,0,15,1,396.0,0.05
469,28,2,2,8,3,0,4,1,-21.8,0.05
470,27,2,2,16,4,0,7,1,-18.4,0.05
471,21,1,1,10,3,0,5,1,-33.6,0.05
472,148,16,16,43,13,0,5,1,164.1,0.05
473,17,1,1,6,2,0,0,1,-30.0,0.05
474,384,42,42,97,36,0,31,1,443.0,0.05
475,29,1,1,14,4,0,10,1,-29.9,0.05
476,212,22,22,64,20,0,14,1,245.3,0.05
477,50,5,5,18,5,0,10,1,1.9,0.05
478,130,13,13,42,14,0,7,1,143.8,0.05
479,130,15,15,39,12,0,11,1,118.0,0.05
480,185,14,14,54,18,0,14,1,162.8,0.05
481,32,2,2,10,3,0,11,1,-38.6,0.05
482,135,10,10,32,12,0,14,1,91.4,0.05
483,18,3,3,8,2,0,3,1,-22.3,0.05
484,17,1,1,7,2,0,2,1,-32.0,0.05
485,19,2,2,7,2,0,1,1,-25.0,0.05
486,400,15,15,32,42,0,16,0,177.1,0.05
487,18,1,1,8,2,0,2,1,-28.2,0.05
488,20,0,0,7,3,0,4,1,-40.2,0.05
489,17,2,2,6,2,0,3,1,-31.4,0.05
490,72,8,8,15,7,0,13,1,19.2,0.05
491,17,2,2,7,2,0,4,1,-32.7,0.05
492,97,5,5,24,9,0,9,1,33.0,0.05
493,400,21,21,56,38,0,19,0,261.0,0.05
494,46,4,4,13,5,0,4,1,7.1,0.05
495,247,34,34,72,21,0,21,1,319.5,0.05
496,36,4,4,15,4,0,2,1,13.5,0.05
497,15,2,2,4,2,0,4,1,-36.0,0.05
498,120,13,13,35,11,0,4,1,130.3,0.05
499,26,2,2,10,3,0,3,1,-14.3,0.05
500,127,10,10,31,11,0,10,1,86.7,0.05
501,346,7,7,28,30,0,18,1,32.8,0.05
502,22,0,0,7,3,0,6,1,-47.2,0.05
503,76,10,10,27,7,0,7,1,62.4,0.05
504,17,2,2,9,2,0,2,1,-25.6,0.05
505,45,5,5,14,4,0,5,1,2.2,0.05
506,45,0,0,3,1,0,6,1,-59.8,0.05
507,18,2,2,8,2,0,6,1,-37.0,0.05
508,10,0,0,3,1,0,1,1,-50.1,0.05
509,20,0,0,8,2,0,5,1,-49.7,0.05
510,5,0,0,3,1,0,2,1,-62.0,0.05
