round,steps,score,coins,crates,bombs,kills,invalid,killed_self,reward,epsilon
59,19,3,3,7,2,0,7,1,-26.5,0.2243
60,13,0,1,5,2,0,3,1,-29.1,0.2232
61,39,2,2,6,2,0,6,1,-35.3,0.2221
62,5,0,0,4,1,0,3,1,-62.0,0.221
63,62,3,3,8,2,0,8,1,-30.6,0.2199
64,44,0,0,3,1,0,4,1,-55.4,0.2188
65,78,4,4,13,4,0,12,1,-4.1,0.2177
66,21,1,1,7,2,0,4,1,-28.4,0.2166
67,98,1,1,4,2,0,16,1,-70.7,0.2155
68,39,2,2,5,2,0,7,1,-42.4,0.2144
69,20,3,3,6,2,0,6,1,-25.0,0.2133
70,27,0,0,7,3,0,4,1,-27.8,0.2123
71,63,2,2,8,2,0,11,1,-46.6,0.2112
72,32,1,1,8,2,0,5,1,-32.3,0.2102
73,20,1,1,7,2,0,8,1,-42.3,0.2091
74,32,0,0,2,1,0,6,1,-64.4,0.2081
75,101,2,2,8,4,0,17,1,-56.8,0.207
76,97,0,0,8,2,0,12,1,-71.8,0.206
77,117,2,2,7,2,0,17,1,-74.1,0.205
78,400,14,14,30,9,0,47,0,54.5,0.2039
79,18,2,2,6,2,0,4,1,-24.7,0.2029
80,151,2,2,8,3,0,12,1,-44.7,0.2019
81,20,1,1,8,2,0,8,1,-38.6,0.2009
82,86,3,3,11,6,0,10,1,-12.7,0.1999
83,108,6,6,13,5,0,16,1,-5.8,0.1989
84,52,0,0,2,1,0,8,1,-68.8,0.1979
85,29,3,3,7,3,0,8,1,-30.1,0.1969
86,8,0,0,2,1,0,2,1,-47.6,0.1959
87,44,0,0,2,2,0,7,1,-75.6,0.1949
88,47,1,1,9,4,0,9,1,-22.7,0.194
89,101,5,5,17,5,0,16,1,-13.2,0.193
90,112,4,4,11,5,0,23,1,-38.3,0.192
91,366,5,5,19,11,0,53,1,-86.1,0.1911
92,7,0,0,6,1,0,1,1,-38.1,0.1901
93,11,0,0,4,1,0,5,1,-68.2,0.1892
94,38,1,1,8,2,0,7,1,-37.0,0.1882
95,43,1,1,8,2,0,4,1,-27.6,0.1873
96,17,2,2,5,2,0,6,1,-32.1,0.1863
97,77,1,1,8,2,0,7,1,-35.5,0.1854
98,41,3,3,9,4,0,13,1,-10.9,0.1845
99,17,2,2,3,2,0,3,1,-23.4,0.1836
100,217,3,3,6,8,0,23,1,-84.3,0.1826
101,307,10,10,22,10,0,38,1,-5.4,0.1817
102,37,3,3,11,2,0,5,1,-18.1,0.1808
103,161,3,3,6,2,0,15,1,-61.6,0.1799
104,5,0,0,4,1,0,2,1,-60.0,0.179
105,18,0,0,4,1,0,3,1,-67.4,0.1781
106,75,4,4,9,3,0,15,1,-31.2,0.1772
107,26,0,0,3,1,0,5,1,-59.5,0.1763
108,162,1,1,6,3,0,22,1,-78.4,0.1755
109,148,3,3,7,6,0,21,1,-49.5,0.1746
110,52,5,5,13,5,0,11,1,3.7,0.1737
111,322,6,6,12,6,0,30,1,-59.6,0.1728
112,90,1,1,4,3,0,13,1,-61.0,0.172
113,150,1,1,5,2,0,21,1,-84.1,0.1711
114,63,5,5,13,6,0,10,1,20.4,0.1703
115,49,3,3,11,3,0,8,1,-12.6,0.1694
116,311,11,11,23,17,0,26,1,49.4,0.1686
117,5,0,0,2,1,0,3,1,-64.5,0.1677
118,60,1,1,8,2,0,8,1,-44.0,0.1669
119,20,2,2,7,2,0,6,1,-29.0,0.1661
120,46,0,0,3,1,0,6,1,-60.0,0.1652
121,25,2,2,3,2,0,6,1,-34.5,0.1644
122,116,4,4,12,5,0,14,1,-7.9,0.1636
123,19,2,2,7,2,0,5,1,-27.7,0.1628
124,152,3,3,17,7,0,16,1,13.6,0.1619
125,48,7,7,15,5,0,12,1,12.5,0.1611
126,34,3,3,10,3,0,8,1,-12.5,0.1603
127,17,3,3,9,2,0,6,1,-21.5,0.1595
128,212,6,6,16,10,0,18,1,27.0,0.1587
129,107,5,5,21,4,0,12,1,4.6,0.1579
130,23,1,1,7,3,0,6,1,-20.4,0.1571
131,23,2,2,7,3,0,6,1,-17.2,0.1564
132,14,0,0,9,2,0,1,1,-27.8,0.1556
133,7,0,0,1,1,0,2,1,-42.6,0.1548
134,19,2,2,6,2,0,5,1,-28.2,0.154
135,197,17,17,42,10,0,23,1,147.7,0.1533
136,98,4,4,18,8,0,13,1,21.0,0.1525
137,19,2,2,8,2,0,3,1,-19.5,0.1517
138,6,0,0,1,1,0,1,1,-40.1,0.151
139,143,15,15,31,8,0,18,1,97.0,0.1502
140,81,3,3,18,7,0,14,1,18.7,0.1495
141,107,2,2,9,5,0,12,1,-10.9,0.1487
142,17,1,1,8,2,0,4,1,-24.5,0.148
143,32,4,4,11,3,0,6,1,0.1,0.1472
144,6,0,0,2,1,0,1,1,-38.6,0.1465
145,17,2,2,8,2,0,4,1,-23.2,0.1458
146,5,0,0,4,1,0,3,1,-62.0,0.145
147,12,0,0,4,2,0,4,1,-39.6,0.1443
148,15,0,0,6,2,0,1,1,-28.4,0.1436
149,28,3,3,9,3,0,7,1,-13.5,0.1429
150,36,2,2,3,4,0,5,1,-23.3,0.1422
151,80,6,6,20,7,0,13,1,54.7,0.1414
152,226,14,14,38,13,0,19,1,112.8,0.1407
153,38,3,3,12,4,0,7,1,10.8,0.14
154,123,11,11,37,10,0,19,1,114.7,0.1393
155,46,4,4,14,5,0,3,1,25.2,0.1386
156,17,1,1,4,2,0,6,1,-38.0,0.1379
157,23,1,1,7,3,0,5,1,-18.8,0.1373
158,126,16,16,37,11,0,11,1,173.6,0.1366
159,27,1,1,6,2,0,4,1,-27.7,0.1359
160,6,0,0,3,1,0,4,1,-52.1,0.1352
161,34,2,2,8,3,0,7,1,-14.1,0.1345
162,22,0,0,10,3,0,4,1,-22.2,0.1339
163,8,0,0,2,1,0,1,1,-44.8,0.1332
164,19,2,2,8,2,0,4,1,-21.8,0.1325
165,362,8,8,25,17,0,20,1,52.9,0.1319
166,247,23,23,71,20,0,16,1,331.6,0.1312
167,19,1,1,8,2,0,3,1,-23.1,0.1305
168,142,8,8,24,14,0,11,1,84.7,0.1299
169,32,2,2,12,3,0,5,1,-1.3,0.1292
170,47,4,4,11,4,0,8,1,11.2,0.1286
171,20,0,0,9,3,0,7,1,-30.7,0.128
172,198,13,13,33,18,0,23,1,162.1,0.1273
173,56,3,3,14,7,0,9,1,41.0,0.1267
174,20,2,2,9,3,0,6,1,-14.6,0.126
175,86,10,10,28,8,0,9,1,93.0,0.1254
176,216,17,17,61,18,0,9,1,297.1,0.1248
177,30,1,1,12,4,0,5,1,2.2,0.1242
178,14,0,0,4,2,0,0,1,-27.2,0.1235
179,13,0,0,9,2,0,2,1,-26.1,0.1229
180,13,0,0,4,2,0,6,1,-43.1,0.1223
181,21,1,1,9,3,0,8,1,-27.5,0.1217
182,290,18,18,57,23,0,28,1,276.3,0.1211
183,49,2,2,13,6,0,6,1,25.1,0.1205
184,40,2,2,14,5,0,13,1,-14.8,0.1199
185,348,39,39,89,29,0,25,1,484.4,0.1193
186,60,3,3,20,8,0,11,1,46.1,0.1187
187,28,2,2,7,4,0,7,1,-19.2,0.1181
188,24,2,2,10,3,0,7,1,-11.8,0.1175
189,126,6,6,27,14,0,11,1,106.3,0.1169
190,13,0,0,3,2,0,5,1,-44.0,0.1163
191,70,7,7,17,8,0,8,1,53.0,0.1157
192,117,9,9,26,11,0,18,1,72.1,0.1152
193,314,35,35,87,26,0,15,1,515.4,0.1146
194,13,1,1,2,2,0,5,1,-36.6,0.114
195,167,17,17,57,16,0,18,1,239.4,0.1134
196,138,12,12,33,16,0,8,1,147.0,0.1129
197,100,12,12,32,12,0,9,1,155.3,0.1123
198,160,10,10,47,15,0,8,1,199.2,0.1118
199,17,1,1,4,2,0,2,1,-26.2,0.1112
200,85,6,6,24,10,0,6,1,83.3,0.1106
201,145,22,22,48,15,0,13,1,253.5,0.1101
202,23,1,1,6,3,0,6,1,-16.5,0.1095
203,20,0,0,11,3,0,4,1,-23.2,0.109
204,67,7,7,27,7,0,5,1,90.0,0.1084
205,20,1,1,12,3,0,2,1,-3.9,0.1079
206,145,7,7,27,14,0,9,1,122.7,0.1074
207,72,9,9,42,9,0,11,1,120.3,0.1068
208,38,2,2,12,4,0,6,1,-0.5,0.1063
209,140,9,9,28,11,0,16,1,121.8,0.1058
210,28,3,3,6,4,0,6,1,6.3,0.1052
211,6,0,0,3,1,0,1,1,-37.6,0.1047
212,71,7,7,31,9,0,10,1,108.1,0.1042
213,29,2,2,15,4,0,5,1,8.4,0.1037
214,261,15,15,60,24,0,15,1,319.5,0.1031
215,234,28,28,66,22,0,6,1,403.0,0.1026
216,391,20,20,63,39,0,28,1,276.4,0.1021
217,126,13,13,38,12,0,20,1,160.6,0.1016
218,28,5,5,12,4,0,7,1,17.5,0.1011
219,166,24,24,61,16,0,9,1,315.6,0.1006
220,78,7,7,28,8,0,10,1,94.1,0.1001
221,400,42,42,98,40,0,20,0,686.8,0.0996
222,13,0,0,6,2,0,3,1,-28.8,0.0991
223,6,0,0,3,1,0,1,1,-38.1,0.0986
224,14,2,2,3,2,0,1,1,-18.4,0.0981
225,170,22,22,68,17,0,14,1,322.4,0.0976
226,61,8,8,22,7,0,8,1,80.3,0.0971
227,5,0,0,3,1,0,1,1,-42.0,0.0966
228,127,10,10,23,15,0,16,1,143.4,0.0962
229,13,1,1,5,2,0,4,1,-30.1,0.0957
230,20,1,1,9,3,0,5,1,-17.0,0.0952
231,196,26,26,73,21,0,10,1,408.6,0.0947
232,5,0,0,1,1,0,3,1,-51.0,0.0942
233,14,0,0,4,2,0,2,1,-24.0,0.0938
234,92,4,4,28,10,0,8,1,73.5,0.0933
235,94,8,8,30,11,0,10,1,124.8,0.0928
236,48,5,5,22,6,0,8,1,50.6,0.0924
237,15,2,2,7,2,0,3,1,-20.3,0.0919
238,177,16,16,54,17,0,12,1,277.4,0.0915
239,7,0,0,3,1,0,0,1,-34.7,0.091
240,21,0,0,9,3,0,6,1,-21.3,0.0905
241,6,0,0,2,1,0,3,1,-49.6,0.0901
242,130,8,8,26,17,0,12,1,105.8,0.0896
243,15,1,1,5,2,0,5,1,-32.1,0.0892
244,115,11,11,35,15,0,4,1,201.9,0.0887
245,13,0,0,5,2,0,3,1,-32.6,0.0883
246,6,0,0,2,1,0,1,1,-39.1,0.0879
247,21,1,1,14,3,0,1,1,-1.6,0.0874
248,20,1,1,12,3,0,3,1,-6.6,0.087
249,60,3,3,12,6,0,6,1,19.8,0.0865
250,34,2,2,18,5,0,6,1,27.4,0.0861
251,15,1,1,7,2,0,5,1,-29.1,0.0857
252,79,8,8,30,10,0,8,1,128.6,0.0853
253,27,2,2,13,4,0,7,1,-0.4,0.0848
254,258,8,8,37,21,0,19,1,118.0,0.0844
255,164,9,9,31,19,0,15,1,164.1,0.084
256,7,0,0,3,1,0,2,1,-46.1,0.0836
257,255,26,26,61,22,0,14,1,370.3,0.0831
258,13,0,0,8,2,0,1,1,-20.8,0.0827
259,42,2,2,20,6,0,5,1,35.5,0.0823
260,104,9,9,43,11,0,13,1,132.1,0.0819
261,15,1,1,3,2,0,4,1,-42.6,0.0815
262,15,2,2,7,2,0,4,1,-23.3,0.0811
263,22,2,2,9,3,0,10,1,-25.8,0.0807
264,29,1,1,9,3,0,1,1,5.1,0.0803
265,189,21,21,58,17,0,12,1,272.7,0.0799
266,15,1,1,6,2,0,5,1,-30.5,0.0795
267,120,11,11,46,13,0,12,1,198.5,0.0791
268,236,16,16,50,23,0,14,1,286.7,0.0787
269,5,0,0,2,1,0,2,1,-47.5,0.0783
270,366,33,33,95,39,0,17,1,670.9,0.0779
271,47,5,5,17,5,0,12,1,12.1,0.0775
272,70,5,5,18,8,0,8,1,66.9,0.0771
273,36,2,2,7,4,0,10,1,-22.2,0.0767
274,28,1,1,15,4,0,9,1,-7.5,0.0764
275,20,2,2,12,3,0,2,1,-1.0,0.076
276,156,14,14,63,16,0,11,1,264.2,0.0756
277,400,31,31,86,42,0,12,0,668.7,0.0752
278,341,31,31,88,34,0,18,1,522.0,0.0748
279,234,21,21,77,25,0,12,1,424.1,0.0745
280,66,5,5,19,9,0,6,1,81.9,0.0741
281,181,13,13,44,18,0,19,1,183.9,0.0737
282,20,1,1,9,3,0,3,1,-8.5,0.0734
283,400,36,36,105,43,0,9,0,791.3,0.073
284,400,20,20,55,41,0,19,0,359.4,0.0726
285,102,10,10,33,12,0,17,1,130.0,0.0723
286,45,6,6,21,6,0,6,1,59.3,0.0719
287,185,16,16,58,22,0,28,1,273.1,0.0715
288,86,6,6,20,9,0,16,1,30.6,0.0712
289,60,7,7,19,8,0,10,1,74.7,0.0708
290,78,4,4,16,9,0,9,1,29.7,0.0705
291,29,3,3,11,3,0,8,1,-11.0,0.0701
292,16,3,3,6,2,0,6,1,-23.6,0.0698
293,27,1,1,12,4,0,5,1,-2.5,0.0694
294,7,0,0,2,1,0,2,1,-42.1,0.0691
295,400,35,35,82,37,0,14,0,627.6,0.0687
296,400,35,35,91,41,0,27,0,620.2,0.0684
297,82,9,9,33,11,0,7,1,138.3,0.068
298,15,2,2,7,2,0,5,1,-24.8,0.0677
299,153,18,18,52,16,0,16,1,271.3,0.0674
300,43,2,2,15,6,0,5,1,27.6,0.067
301,400,45,45,99,41,0,15,0,761.5,0.0667
302,26,2,2,12,3,0,7,1,-11.5,0.0664
303,179,26,26,67,20,0,10,1,377.7,0.066
304,15,0,0,6,2,0,6,1,-39.6,0.0657
305,164,22,22,55,15,0,21,1,246.2,0.0654
306,153,11,11,41,14,0,14,1,181.6,0.065
307,218,26,26,65,25,0,12,1,415.1,0.0647
308,194,27,27,63,19,0,18,1,331.0,0.0644
309,5,0,0,4,1,0,2,1,-61.0,0.0641
310,128,17,17,47,12,0,12,1,196.5,0.0637
311,400,42,42,102,41,0,23,0,703.9,0.0634
312,130,15,15,47,14,0,13,1,237.9,0.0631
313,400,36,36,107,40,0,34,0,654.0,0.0628
314,13,0,0,2,2,0,4,1,-40.9,0.0625
315,48,5,5,19,5,0,6,1,42.0,0.0622
316,21,0,0,9,3,0,7,1,-30.6,0.0619
317,244,26,26,81,24,0,11,1,454.3,0.0615
318,16,2,2,7,2,0,5,1,-27.6,0.0612
319,48,7,7,22,5,0,5,1,60.6,0.0609
320,18,1,1,5,2,0,8,1,-41.1,0.0606
321,240,21,21,70,23,0,4,1,414.1,0.0603
322,41,2,2,14,5,0,9,1,-14.8,0.06
323,27,1,1,12,4,0,4,1,3.0,0.0597
324,84,6,6,26,8,0,16,1,60.8,0.0594
325,53,6,6,19,6,0,9,1,50.0,0.0591
326,123,10,10,43,12,0,11,1,167.0,0.0588
327,220,24,24,58,20,0,17,1,303.0,0.0585
328,280,31,31,86,24,0,14,1,469.1,0.0582
329,195,27,27,65,21,0,15,1,378.1,0.058
330,105,9,9,36,9,0,9,1,111.2,0.0577
331,325,30,30,83,25,0,12,1,471.5,0.0574
332,5,0,0,2,1,0,1,1,-43.5,0.0571
333,6,0,0,3,1,0,1,1,-38.5,0.0568
334,50,5,5,20,6,0,7,1,51.4,0.0565
335,118,11,11,30,12,0,3,1,190.9,0.0562
336,63,6,6,15,7,0,5,1,69.0,0.056
337,114,12,12,44,13,0,11,1,190.7,0.0557
338,104,5,5,32,11,0,9,1,118.2,0.0554
339,13,0,0,4,2,0,3,1,-33.8,0.0551
340,342,25,25,81,35,0,10,1,529.3,0.0548
341,26,3,3,11,3,0,7,1,-8.6,0.0546
342,27,2,2,10,3,0,8,1,-17.3,0.0543
343,27,2,2,12,4,0,6,1,3.7,0.054
344,15,0,0,5,2,0,3,1,-27.1,0.0538
345,234,22,22,67,24,0,18,1,332.9,0.0535
346,256,30,30,85,22,0,13,1,462.8,0.0532
347,5,0,0,1,1,0,2,1,-48.0,0.053
348,185,20,20,55,16,0,9,1,288.6,0.0527
349,147,17,17,59,16,0,6,1,274.0,0.0524
350,400,29,29,86,42,0,8,0,690.7,0.0522
351,132,12,12,47,17,0,12,1,214.9,0.0519
352,209,13,13,61,29,0,22,1,335.0,0.0516
353,194,23,23,72,23,0,23,1,334.3,0.0514
354,81,8,8,24,10,0,9,1,96.8,0.0511
355,6,0,0,2,1,0,4,1,-52.1,0.0509
356,400,31,31,78,39,0,20,0,543.8,0.0506
357,400,39,39,106,36,0,20,0,709.8,0.0504
358,339,33,33,96,34,0,19,1,559.2,0.0501
359,32,0,0,7,4,0,6,1,-13.3,0.05
360,400,31,31,107,39,0,22,0,675.7,0.05
361,205,22,22,66,25,0,14,1,371.3,0.05
362,167,14,14,45,19,0,21,1,207.8,0.05
363,329,35,35,101,33,0,14,1,635.0,0.05
364,53,4,4,27,7,0,6,1,66.7,0.05
365,17,2,2,4,2,0,3,1,-23.4,0.05
366,226,27,27,69,24,0,7,1,411.5,0.05
367,271,26,26,78,29,0,17,1,464.7,0.05
368,400,38,38,89,41,0,50,0,579.4,0.05
369,20,1,1,10,3,0,3,1,-8.8,0.05
370,21,1,1,9,3,0,2,1,-5.2,0.05
371,115,6,6,42,15,0,19,1,151.7,0.05
372,400,17,17,59,39,0,25,0,367.3,0.05
373,21,1,1,8,3,0,9,1,-29.6,0.05
374,13,0,0,2,2,0,4,1,-41.4,0.05
375,20,1,1,10,3,0,4,1,-10.6,0.05
376,29,3,3,15,4,0,5,1,21.6,0.05
377,266,21,21,68,27,0,12,1,387.7,0.05
378,13,0,0,5,2,0,5,1,-41.5,0.05
379,140,15,15,57,18,0,21,1,238.0,0.05
380,249,22,22,78,23,0,10,1,410.7,0.05
381,219,28,28,87,24,0,12,1,452.2,0.05
382,52,5,5,19,7,0,4,1,67.2,0.05
383,400,25,25,69,44,0,19,0,541.7,0.05
384,99,7,7,38,12,0,14,1,130.1,0.05
385,40,2,2,16,5,0,7,1,13.5,0.05
386,13,1,1,4,2,0,4,1,-32.1,0.05
387,20,1,1,7,3,0,6,1,-21.1,0.05
388,29,3,3,14,4,0,5,1,11.0,0.05
389,48,7,7,24,5,0,6,1,55.3,0.05
390,100,10,10,21,9,0,11,1,87.1,0.05
391,64,4,4,17,7,0,7,1,53.4,0.05
392,243,26,26,81,24,0,15,1,455.1,0.05
393,20,0,0,10,3,0,5,1,-26.2,0.05
394,400,39,39,112,37,0,21,0,694.5,0.05
395,48,5,5,15,6,0,4,1,43.3,0.05
396,214,24,24,76,24,0,21,1,387.1,0.05
397,400,45,45,113,39,0,18,0,732.3,0.05
398,7,0,0,2,1,0,0,1,-35.7,0.05
399,51,4,4,16,6,0,9,1,18.4,0.05
400,16,2,2,5,2,0,6,1,-31.1,0.05
401,109,12,12,35,11,0,6,1,170.7,0.05
402,20,0,0,10,3,0,3,1,-20.9,0.05
403,199,22,22,70,21,0,5,1,410.0,0.05
404,36,4,4,16,4,0,6,1,16.5,0.05
405,400,44,44,103,37,0,19,0,741.9,0.05
406,400,11,11,39,30,0,18,0,189.0,0.05
407,400,35,35,105,42,0,15,0,722.8,0.05
408,400,34,34,103,41,0,21,0,645.9,0.05
409,400,28,28,76,38,0,7,0,531.8,0.05
410,109,4,4,17,15,0,6,1,66.5,0.05
411,186,26,26,86,19,0,13,1,390.1,0.05
412,104,13,13,46,12,0,14,1,177.6,0.05
413,400,19,19,58,43,0,10,0,453.5,0.05
414,356,36,36,92,33,0,11,1,552.1,0.05
415,13,0,0,3,2,0,3,1,-38.3,0.05
416,400,40,41,99,42,0,15,0,802.8,0.05
417,89,10,10,40,13,0,15,1,163.0,0.05
418,95,10,10,36,11,0,3,1,181.7,0.05
419,146,13,13,36,17,0,9,1,196.2,0.05
420,133,15,15,46,15,0,2,1,250.9,0.05
421,91,8,8,41,12,0,9,1,160.0,0.05
422,188,22,22,64,18,0,6,1,343.8,0.05
423,400,42,42,107,46,0,21,0,763.1,0.05
424,52,7,7,21,6,0,11,1,50.7,0.05
425,15,2,2,7,2,0,5,1,-26.1,0.05
426,205,31,31,80,21,0,13,1,439.6,0.05
427,58,5,5,23,7,0,4,1,80.5,0.05
428,13,0,0,3,2,0,5,1,-44.4,0.05
429,76,9,9,29,8,0,13,1,92.1,0.05
430,400,50,50,117,43,0,33,0,816.2,0.05
431,27,1,1,8,3,0,2,1,-5.5,0.05
432,227,21,21,80,25,0,8,1,449.6,0.05
433,55,6,6,21,6,0,8,1,47.0,0.05
434,41,4,4,16,6,0,8,1,30.5,0.05
435,229,19,19,63,24,0,12,1,360.7,0.05
436,74,8,8,24,8,0,11,1,83.1,0.05
437,131,12,12,41,13,0,4,1,202.6,0.05
438,242,26,26,93,28,0,16,1,493.8,0.05
439,27,2,2,9,3,0,8,1,-16.8,0.05
440,312,40,40,107,28,0,14,1,628.1,0.05
441,400,46,46,98,40,0,9,0,810.4,0.05
442,54,5,5,23,6,0,5,1,65.9,0.05
443,113,7,7,31,12,0,9,1,103.1,0.05
444,20,1,1,11,3,0,5,1,-14.5,0.05
445,32,2,2,9,4,0,8,1,-7.2,0.05
446,400,30,30,76,39,0,12,0,603.2,0.05
447,6,0,0,2,1,0,2,1,-47.0,0.05
448,20,1,1,6,3,0,5,1,-18.8,0.05
449,316,28,28,77,33,0,14,1,522.8,0.05
450,5,0,0,0,1,0,1,1,-57.0,0.05
451,74,4,4,17,8,0,7,1,51.4,0.05
452,400,41,41,113,36,0,25,0,664.4,0.05
453,31,5,5,11,3,0,6,1,6.4,0.05
454,167,22,22,68,16,0,18,1,295.1,0.05
455,7,0,0,2,1,0,0,1,-35.7,0.05
456,216,25,25,77,21,0,16,1,390.4,0.05
457,338,15,15,51,35,0,13,1,406.5,0.05
458,20,1,1,10,3,0,4,1,-16.4,0.05
459,115,13,13,45,11,0,12,1,177.7,0.05
460,400,33,34,104,41,0,34,0,653.6,0.05
461,20,2,2,9,3,0,5,1,-12.5,0.05
462,400,45,45,112,38,0,20,0,789.7,0.05
463,6,0,0,1,1,0,2,1,-49.0,0.05
464,6,0,0,1,1,0,1,1,-43.9,0.05
465,27,1,1,9,4,0,5,1,-4.0,0.05
466,20,1,1,8,3,0,5,1,-16.4,0.05
467,13,0,0,3,2,0,5,1,-43.9,0.05
468,344,39,39,108,37,0,16,1,652.4,0.05
469,159,9,9,28,17,0,12,1,109.3,0.05
470,387,32,32,98,40,0,10,1,657.9,0.05
471,190,26,26,72,20,0,11,1,394.9,0.05
472,59,3,3,10,7,0,4,1,31.8,0.05
473,278,20,20,61,31,0,8,1,384.8,0.05
474,167,12,12,46,14,0,9,1,218.6,0.05
475,400,23,23,88,43,0,11,0,620.7,0.05
476,363,30,30,86,40,0,20,1,537.9,0.05
477,6,0,0,2,1,0,1,1,-43.5,0.05
478,13,1,1,5,2,0,3,1,-29.2,0.05
479,189,5,5,17,22,0,8,1,107.2,0.05
480,20,1,1,8,3,0,3,1,-15.4,0.05
481,19,2,2,6,3,0,5,1,-17.7,0.05
482,198,27,27,80,21,0,10,1,410.7,0.05
483,51,6,6,24,6,0,8,1,61.8,0.05
484,400,38,38,100,41,0,11,0,699.3,0.05
485,400,40,41,107,39,0,20,0,753.9,0.05
486,20,2,2,7,3,0,6,1,-18.3,0.05
487,5,0,0,2,1,0,0,1,-37.0,0.05
488,279,19,19,62,30,0,9,1,442.7,0.05
489,67,9,9,28,9,0,13,1,102.5,0.05
490,400,8,8,34,34,0,12,0,262.8,0.05
491,376,22,22,70,42,0,16,1,422.8,0.05
492,71,5,5,33,8,0,11,1,67.8,0.05
493,400,28,28,91,43,0,16,0,648.0,0.05
494,59,7,7,24,8,0,7,1,91.5,0.05
495,48,5,5,21,6,0,10,1,52.3,0.05
496,37,2,2,15,5,0,7,1,15.1,0.05
497,400,40,40,99,42,0,15,0,750.2,0.05
498,13,0,0,3,2,0,5,1,-44.4,0.05
499,274,31,31,75,32,0,36,1,416.5,0.05
500,119,10,10,43,13,0,16,1,160.4,0.05
501,56,3,3,17,6,0,6,1,36.5,0.05
502,64,6,6,25,8,0,3,1,97.5,0.05
503,400,43,43,116,41,0,23,0,781.9,0.05
504,21,1,1,9,3,0,7,1,-23.0,0.05
505,13,0,0,3,2,0,5,1,-44.0,0.05
506,400,39,39,90,40,0,19,0,664.8,0.05
507,117,13,13,44,14,0,24,1,151.2,0.05
508,43,3,3,14,5,0,5,1,26.7,0.05
509,12,0,0,4,2,0,5,1,-41.0,0.05
510,42,4,4,23,6,0,6,1,54.0,0.05
511,15,0,0,5,2,0,5,1,-38.6,0.05
512,78,4,4,21,8,0,10,1,66.8,0.05
513,15,1,1,6,2,0,4,1,-27.1,0.05
